id,nc,sent,rank label,rank pred,input,output,time
10,დიდი მოთამაშე,NBA-ს კიდევ ორი დიდი მოთამაშე დაემშვიდობა.,,"['93154424147.png', '94074678561.png', '76367116350.png', '29095611374.png', '74070817271.png']","Consider the expression: [დიდი მოთამაშე] in the Georgian language, and its meaning in context: [NBA-ს კიდევ ორი დიდი მოთამაშე დაემშვიდობა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 1, 3, 2]",0.8366575241088867
11,დიდი მოთამაშე,რა ხდება „სამ ლომთან“? დიდი მოთამაშე ტოვებს ეროვნულ გუნდს.,,"['93154424147.png', '94074678561.png', '76367116350.png', '29095611374.png', '74070817271.png']","Consider the expression: [დიდი მოთამაშე] in the Georgian language, and its meaning in context: [რა ხდება „სამ ლომთან“? დიდი მოთამაშე ტოვებს ეროვნულ გუნდს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 2, 1, 4]",0.822016716003418
12,შავი ყუთი,ჩვენი მეხსიერება ერთგვარი „შავი ყუთია“ და მისი წყალობით მთელი ცხოვრების მანძილზე დავატარებთ ინფორმაციას,,"['99771117167.png', '23303982168.png', '68411112781.png', '40808310905.png', '16904968865.png']","Consider the expression: [შავი ყუთი] in the Georgian language, and its meaning in context: [ჩვენი მეხსიერება ერთგვარი „შავი ყუთია“ და მისი წყალობით მთელი ცხოვრების მანძილზე დავატარებთ ინფორმაციას]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 1, 4, 5]",0.7511169910430908
13,შავი ყუთი,"ლუქსემბურგის საინვესტიციო ფონდები ფინანსური „შავი ყუთია“, რომელიც ადამიანებს ფულის გათეთრებასა და გადასახადების თავიდან არიდებაში ეხმარება.",,"['99771117167.png', '23303982168.png', '68411112781.png', '40808310905.png', '16904968865.png']","Consider the expression: [შავი ყუთი] in the Georgian language, and its meaning in context: [ლუქსემბურგის საინვესტიციო ფონდები ფინანსური „შავი ყუთია“, რომელიც ადამიანებს ფულის გათეთრებასა და გადასახადების თავიდან არიდებაში ეხმარება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 5, 4, 3]",0.8808960914611816
14,შავი ყუთი,"შავი ყუთის სისტემა, როგორც წესი გამოისახება ინფორმაციული ნაკადების დიაგრამის სახით, შავი ყუთით ცენტრში.",,"['23303982168.png', '99771117167.png', '68411112781.png', '40808310905.png', '16904968865.png']","Consider the expression: [შავი ყუთი] in the Georgian language, and its meaning in context: [შავი ყუთის სისტემა, როგორც წესი გამოისახება ინფორმაციული ნაკადების დიაგრამის სახით, შავი ყუთით ცენტრში.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 2, 5]",2.0451483726501465
15,შავი ყუთი,"ალბათ, მკითხველს დააინტერესებს როგორია სინამდვილეში ""შავი ყუთი"".",,"['99771117167.png', '23303982168.png', '40808310905.png', '68411112781.png', '16904968865.png']","Consider the expression: [შავი ყუთი] in the Georgian language, and its meaning in context: [ალბათ, მკითხველს დააინტერესებს როგორია სინამდვილეში ""შავი ყუთი"".]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 3, 2, 4]",1.0631320476531982
16,საყრდენი ქვა,ალჟირი ჩრდილოეთ აფრიკაში სტაბილურობის საყრდენი ქვაა.,,"['25846663495.png', '77721134612.png', '95561842239.png', '92043919701.png', '43178842611.png']","Consider the expression: [საყრდენი ქვა] in the Georgian language, and its meaning in context: [ალჟირი ჩრდილოეთ აფრიკაში სტაბილურობის საყრდენი ქვაა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 5, 2, 1]",1.6906425952911377
17,საყრდენი ქვა,"ეს კრებული შეიცავს პლატონის კლასიკურ დიალოგებს, რომლებიც დასავლეთის ფილოსოფიის საყრდენი ქვაა.",,"['77721134612.png', '25846663495.png', '95561842239.png', '43178842611.png', '92043919701.png']","Consider the expression: [საყრდენი ქვა] in the Georgian language, and its meaning in context: [ეს კრებული შეიცავს პლატონის კლასიკურ დიალოგებს, რომლებიც დასავლეთის ფილოსოფიის საყრდენი ქვაა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",1.0493066310882568
18,საყრდენი ქვა,"საინტერესოა აღინიშნოს, რომ ორი საყრდენი ქვა, როგორც ჩანს, ცოტა მოკლე იყო და მათზე დაახლოებით თავის ზომის ლოდის დადებამ „დაეხმარა“.",,"['25846663495.png', '77721134612.png', '95561842239.png', '92043919701.png', '43178842611.png']","Consider the expression: [საყრდენი ქვა] in the Georgian language, and its meaning in context: [საინტერესოა აღინიშნოს, რომ ორი საყრდენი ქვა, როგორც ჩანს, ცოტა მოკლე იყო და მათზე დაახლოებით თავის ზომის ლოდის დადებამ „დაეხმარა“.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 3, 1, 4]",2.3390591144561768
19,საყრდენი ქვა,ჩვენი საყრდენი ქვა ბუნებრივი და ფერადია.,,"['25846663495.png', '77721134612.png', '43178842611.png', '95561842239.png', '92043919701.png']","Consider the expression: [საყრდენი ქვა] in the Georgian language, and its meaning in context: [ჩვენი საყრდენი ქვა ბუნებრივი და ფერადია.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",0.98349928855896
20,კაპიკად ღირებული,"ყოველი მათგანი კაპიკად ღირებული სარგებლისათვის, ყელს გამოგღადრავს.",,"['61916169574.png', '56092436953.png', '33803460416.png', '11446385219.png', '26677614340.png']","Consider the expression: [კაპიკად ღირებული] in the Georgian language, and its meaning in context: [ყოველი მათგანი კაპიკად ღირებული სარგებლისათვის, ყელს გამოგღადრავს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 1, 5]",0.7933411598205566
21,კაპიკად ღირებული,"ამის საპირისპიროდ ჩნდებოდნენ ადამიანები, ვისაც არ აკმაყოფილებდა მინიმალური საცხოვრებელი პირობები და კაპიკად ღირებული შაქარი, ვინც მისტიროდნენ დახვრეტილ მწერლებს და ისინი, ვინც ზიზღით ახსენებდნენ სტალინის სახელს…",,"['56092436953.png', '61916169574.png', '33803460416.png', '11446385219.png', '26677614340.png']","Consider the expression: [კაპიკად ღირებული] in the Georgian language, and its meaning in context: [ამის საპირისპიროდ ჩნდებოდნენ ადამიანები, ვისაც არ აკმაყოფილებდა მინიმალური საცხოვრებელი პირობები და კაპიკად ღირებული შაქარი, ვინც მისტიროდნენ დახვრეტილ მწერლებს და ისინი, ვინც ზიზღით ახსენებდნენ სტალინის სახელს…]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 3, 4]",2.1527316570281982
22,კაპიკად ღირებული,"მოხუცმა ქალმა ააწონინა ნახევარი კილო ძეხვი „მოყვარულთა“, ორასი გრამი ყველი „რუსეთული“, გამოართვა ერთიც ორმოცდაორ კაპიკად ღირებული მდოგვი.",,"['26677614340.png', '33803460416.png', '56092436953.png', '61916169574.png', '11446385219.png']","Consider the expression: [კაპიკად ღირებული] in the Georgian language, and its meaning in context: [მოხუცმა ქალმა ააწონინა ნახევარი კილო ძეხვი „მოყვარულთა“, ორასი გრამი ყველი „რუსეთული“, გამოართვა ერთიც ორმოცდაორ კაპიკად ღირებული მდოგვი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 3, 4]",1.4044573307037354
23,კაპიკად ღირებული,"მედუქნეს თხოვა 30 კაპიკად ღირებული 4 შეკვრა თუთუნი, 9 კოლოფი ვაზნები, რომლის ფასი დათამ.",,"['33803460416.png', '56092436953.png', '61916169574.png', '11446385219.png', '26677614340.png']","Consider the expression: [კაპიკად ღირებული] in the Georgian language, and its meaning in context: [მედუქნეს თხოვა 30 კაპიკად ღირებული 4 შეკვრა თუთუნი, 9 კოლოფი ვაზნები, რომლის ფასი დათამ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 2, 5]",0.8186318874359131
24,ბეწვზე გადარჩენა,"ომში კი, ვიყავი, როგორ არა... ორიოლთან დავიჭერი, ბეწვზე გადავრჩი",,"['75991172974.png', '21488806521.png', '57467007683.png', '71011194913.png', '13012088297.png']","Consider the expression: [ბეწვზე გადარჩენა] in the Georgian language, and its meaning in context: [ომში კი, ვიყავი, როგორ არა... ორიოლთან დავიჭერი, ბეწვზე გადავრჩი]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 4, 2]",1.1199870109558105
25,ბეწვზე გადარჩენა,"სამზარეულოში ჭერი ჩამოინგრა, მე... რაღაც ბეწვზე გადავრჩი",,"['13012088297.png', '57467007683.png', '75991172974.png', '21488806521.png', '71011194913.png']","Consider the expression: [ბეწვზე გადარჩენა] in the Georgian language, and its meaning in context: [სამზარეულოში ჭერი ჩამოინგრა, მე... რაღაც ბეწვზე გადავრჩი]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 2, 4, 1]",1.9751596450805664
26,ბეწვზე გადარჩენა,"ვაიმე რა გააკეთა, ბეწვზე გადარჩა  ქვეითებზე უნდა გამკაცრდეს კანონი",,"['75991172974.png', '57467007683.png', '21488806521.png', '13012088297.png', '71011194913.png']","Consider the expression: [ბეწვზე გადარჩენა] in the Georgian language, and its meaning in context: [ვაიმე რა გააკეთა, ბეწვზე გადარჩა  ქვეითებზე უნდა გამკაცრდეს კანონი]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 2, 4, 1]",1.2170403003692627
27,ბეწვზე გადარჩენა,"ადგილობრივის თქმით, ავტომობილის მძღოლი ბეწვზე გადარჩა.",,"['13012088297.png', '57467007683.png', '21488806521.png', '71011194913.png', '75991172974.png']","Consider the expression: [ბეწვზე გადარჩენა] in the Georgian language, and its meaning in context: [ადგილობრივის თქმით, ავტომობილის მძღოლი ბეწვზე გადარჩა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 2, 5, 4]",0.7957572937011719
28,ეშმაკის ადვოკატი,"“ეშმაკის ადვოკატი პროკურორია"".",,"['11936211151.png', '48107926872.png', '73039236238.png', '11385704984.png', '87557359724.png']","Consider the expression: [ეშმაკის ადვოკატი] in the Georgian language, and its meaning in context: [“ეშმაკის ადვოკატი პროკურორია"".]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 4, 1, 2]",0.8693552017211914
29,ეშმაკის ადვოკატი,ეშმაკის ადვოკატი ანუ პოლიტიკური ეგზორციზმი ქართულად.,,"['11936211151.png', '48107926872.png', '11385704984.png', '73039236238.png', '87557359724.png']","Consider the expression: [ეშმაკის ადვოკატი] in the Georgian language, and its meaning in context: [ეშმაკის ადვოკატი ანუ პოლიტიკური ეგზორციზმი ქართულად.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.8295953273773193
30,ეშმაკის ადვოკატი,"არსებობდა თუ არა რეალურად პროფესია ""ეშმაკის ადვოკატი""",,"['11936211151.png', '48107926872.png', '11385704984.png', '73039236238.png', '87557359724.png']","Consider the expression: [ეშმაკის ადვოკატი] in the Georgian language, and its meaning in context: [არსებობდა თუ არა რეალურად პროფესია ""ეშმაკის ადვოკატი""]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 5, 4, 1]",0.8147556781768799
31,ეშმაკის ადვოკატი,"ასტროლოგები დარწმუნებულები არიან, რომ ზოდიაქოს მხოლოდ ერთი ნიშანი არსებობს, რომელსაც შეიძლება ეწოდოს ეშმაკის ადვოკატი.",,"['11936211151.png', '48107926872.png', '11385704984.png', '73039236238.png', '87557359724.png']","Consider the expression: [ეშმაკის ადვოკატი] in the Georgian language, and its meaning in context: [ასტროლოგები დარწმუნებულები არიან, რომ ზოდიაქოს მხოლოდ ერთი ნიშანი არსებობს, რომელსაც შეიძლება ეწოდოს ეშმაკის ადვოკატი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 1, 5, 4]",0.9788260459899902
32,ბინძური ფული,არსებობს ქართულ პოლიტიკაში ბინძური ფული.,,"['70155834561.png', '73034787148.png', '36680826796.png', '37326730909.png', '79203419586.png']","Consider the expression: [ბინძური ფული] in the Georgian language, and its meaning in context: [არსებობს ქართულ პოლიტიკაში ბინძური ფული.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 5, 4, 3]",1.6632251739501953
33,ბინძური ფული,"საქართველოში ბოლო წლებში მომხდარი არაერთი საბოტაჟის მცდელობის უკან, უცხოური ბინძური ფული იდგა.",,"['70155834561.png', '37326730909.png', '73034787148.png', '36680826796.png', '79203419586.png']","Consider the expression: [ბინძური ფული] in the Georgian language, and its meaning in context: [საქართველოში ბოლო წლებში მომხდარი არაერთი საბოტაჟის მცდელობის უკან, უცხოური ბინძური ფული იდგა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 4, 2, 3]",0.8582761287689209
34,ბინძური ფული,"აღმოჩნდა, რომ მსოფლიოში ყველაზე ბინძური ფული ჩინური იუანია.",,"['70155834561.png', '36680826796.png', '73034787148.png', '37326730909.png', '79203419586.png']","Consider the expression: [ბინძური ფული] in the Georgian language, and its meaning in context: [აღმოჩნდა, რომ მსოფლიოში ყველაზე ბინძური ფული ჩინური იუანია.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 2, 1, 5]",0.8866536617279053
35,ბინძური ფული,დაჭმუჭნული და ხელში გაოფლიანებული ბინძური ფული.,,"['70155834561.png', '36680826796.png', '37326730909.png', '73034787148.png', '79203419586.png']","Consider the expression: [ბინძური ფული] in the Georgian language, and its meaning in context: [დაჭმუჭნული და ხელში გაოფლიანებული ბინძური ფული.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 4, 3, 2, 5]",0.9690721035003662
36,ხარივით მუშა,მაგრამ ხარივით მუშა და გამძლეა.,,"['74232779278.png', '26643305705.png', '57833599501.png', '13235339634.png', '75553501904.png']","Consider the expression: [ხარივით მუშა] in the Georgian language, and its meaning in context: [მაგრამ ხარივით მუშა და გამძლეა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 1, 3, 4]",0.88968825340271
37,აკადემიის ჯილდო,სალომე ჯაშს ბერლინის ხელოვნების აკადემიის ჯილდო გადაეცემა.,,"['91663863680.png', '59016261066.png', '79596910426.png', '71161987570.png', '14159069524.png']","Consider the expression: [აკადემიის ჯილდო] in the Georgian language, and its meaning in context: [სალომე ჯაშს ბერლინის ხელოვნების აკადემიის ჯილდო გადაეცემა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 2, 4]",0.8010542392730713
38,აკადემიის ჯილდო,ქართველმა კინოდოკუმენტალისტმა ბერლინის ხელოვნების აკადემიის ჯილდო კატეგორიაში – კინო და მედიახელოვნება მოიპოვა.,,"['71161987570.png', '91663863680.png', '79596910426.png', '59016261066.png', '14159069524.png']","Consider the expression: [აკადემიის ჯილდო] in the Georgian language, and its meaning in context: [ქართველმა კინოდოკუმენტალისტმა ბერლინის ხელოვნების აკადემიის ჯილდო კატეგორიაში – კინო და მედიახელოვნება მოიპოვა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 4, 2]",0.787731409072876
39,აკადემიის ჯილდო,"შეგახსენებთ, რომ საუკეთესო მამაკაცის როლის შესრულებისთვის აკადემიის ჯილდო გადაეცა ხოაკინ ფენიქსს, ფილმ ჯოკერში შესრულებული მთავარი როლისთვის.",,"['71161987570.png', '79596910426.png', '91663863680.png', '14159069524.png', '59016261066.png']","Consider the expression: [აკადემიის ჯილდო] in the Georgian language, and its meaning in context: [შეგახსენებთ, რომ საუკეთესო მამაკაცის როლის შესრულებისთვის აკადემიის ჯილდო გადაეცა ხოაკინ ფენიქსს, ფილმ ჯოკერში შესრულებული მთავარი როლისთვის.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 4, 3]",1.115220546722412
40,აკადემიის ჯილდო,"აკადემიის ჯილდო — ასევე ცნობილი, როგორც ოსკარი — კინოსამყაროში ყველაზე დიდ აღიარებად ითვლება.",,"['71161987570.png', '91663863680.png', '59016261066.png', '79596910426.png', '14159069524.png']","Consider the expression: [აკადემიის ჯილდო] in the Georgian language, and its meaning in context: [აკადემიის ჯილდო — ასევე ცნობილი, როგორც ოსკარი — კინოსამყაროში ყველაზე დიდ აღიარებად ითვლება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 4, 3, 1]",1.2474448680877686
41,უძველესი ისტორია,"უძველესი ისტორია, შესაძლოა, ყალბი იყოს.",,"['34702854773.png', '77590466041.png', '14094859445.png', '35022612123.png', '48331231329.png']","Consider the expression: [უძველესი ისტორია] in the Georgian language, and its meaning in context: [უძველესი ისტორია, შესაძლოა, ყალბი იყოს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 4, 3, 5, 2]",0.8980047702789307
42,უძველესი ისტორია,აქ უძველესი ისტორია და ულამაზესი ბუნება იდეალურ ბალანსს პოულობს და მთავარ როლს ასრულებს.,,"['34702854773.png', '35022612123.png', '77590466041.png', '48331231329.png', '14094859445.png']","Consider the expression: [უძველესი ისტორია] in the Georgian language, and its meaning in context: [აქ უძველესი ისტორია და ულამაზესი ბუნება იდეალურ ბალანსს პოულობს და მთავარ როლს ასრულებს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 5, 2]",1.545356035232544
43,უძველესი ისტორია,"არადა, ამ ჯიშის ძაღლს უძველესი ისტორია აქვს.",,"['34702854773.png', '77590466041.png', '48331231329.png', '14094859445.png', '35022612123.png']","Consider the expression: [უძველესი ისტორია] in the Georgian language, and its meaning in context: [არადა, ამ ჯიშის ძაღლს უძველესი ისტორია აქვს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 2, 3, 1]",0.8278625011444092
44,უძველესი ისტორია,მონასტრის უძველესი ისტორია ერთობ ბუნდოვანია.,,"['34702854773.png', '48331231329.png', '14094859445.png', '77590466041.png', '35022612123.png']","Consider the expression: [უძველესი ისტორია] in the Georgian language, and its meaning in context: [მონასტრის უძველესი ისტორია ერთობ ბუნდოვანია.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 1, 2]",1.0601568222045898
