id,nc,sent,rank label,rank pred,input,output,time
41,动弹不得,在经济上则是被层层的封建剥削和殖民主义者的高利贷网束缚得动弹不得。,,"['48615004872.png', '38796196731.png', '13264818678.png', '77230121864.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [在经济上则是被层层的封建剥削和殖民主义者的高利贷网束缚得动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 3, 4]",1.126619815826416
42,动弹不得,因而投资者不妨提前1至2天赎回，免得资金“动弹不得”。,,"['48615004872.png', '38796196731.png', '77230121864.png', '13264818678.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [因而投资者不妨提前1至2天赎回，免得资金“动弹不得”。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 1, 3, 2]",2.8116729259490967
43,动弹不得,两条腿的肌力分别只有1级和2级，困在轮椅里动弹不得。,,"['38796196731.png', '48615004872.png', '77230121864.png', '13264818678.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [两条腿的肌力分别只有1级和2级，困在轮椅里动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 4, 2]",1.1999297142028809
44,动弹不得,车子在半米深的水中挣扎了半天，还是动弹不得。,,"['38796196731.png', '48615004872.png', '13264818678.png', '59174138594.png', '77230121864.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [车子在半米深的水中挣扎了半天，还是动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",4.196147203445435
45,熊市,目前指数仍正在熊市末期的寻底过时之中，投资者可耐心持币期待机遇。,,"['58767233313.png', '82339690852.png', '85129050537.png', '81633790636.png', '81992921885.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [目前指数仍正在熊市末期的寻底过时之中，投资者可耐心持币期待机遇。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 4, 5]",1.193652629852295
46,熊市,你熊市中不买股，牛市中卖什么呢？ ”,,"['82339690852.png', '58767233313.png', '81633790636.png', '85129050537.png', '81992921885.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [你熊市中不买股，牛市中卖什么呢？ ”]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 1, 5, 4]",1.2898893356323242
47,熊市,动物园的熊市很热闹，那里生活着几只大熊。,,"['58767233313.png', '81633790636.png', '81992921885.png', '85129050537.png', '82339690852.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [动物园的熊市很热闹，那里生活着几只大熊。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 4, 3, 5]",3.5503084659576416
48,熊市,这个熊市专卖小熊玩偶。,,"['58767233313.png', '81992921885.png', '81633790636.png', '85129050537.png', '82339690852.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [这个熊市专卖小熊玩偶。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",1.1192595958709717
49,睡个美容觉,睡个美容觉对肌肤保养有着不可忽视的作用。,,"['32043331576.png', '50133125489.png', '89857554999.png', '16036857969.png', '86856486207.png']","Consider the expression: [睡个美容觉] in the Chinese language, and its meaning in context: [睡个美容觉对肌肤保养有着不可忽视的作用。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 2, 5]",3.705953359603882
50,睡个美容觉,经过多天的辛苦的加班后，她决定睡个美容觉。,,"['32043331576.png', '50133125489.png', '16036857969.png', '89857554999.png', '86856486207.png']","Consider the expression: [睡个美容觉] in the Chinese language, and its meaning in context: [经过多天的辛苦的加班后，她决定睡个美容觉。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 5, 2, 4]",4.653198003768921
51,寻欢作乐,如果与权贵的寻欢作乐的声音交集在一起，那是一个难解之结。,,"['22228497489.png', '26613372663.png', '26542896673.png', '51181310701.png', '16933350335.png']","Consider the expression: [寻欢作乐] in the Chinese language, and its meaning in context: [如果与权贵的寻欢作乐的声音交集在一起，那是一个难解之结。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 2, 3]",3.549712896347046
52,寻欢作乐,那一年，年轻的托尼斯塔克还在肆意而招摇的寻欢作乐，花天酒地。,,"['26613372663.png', '22228497489.png', '26542896673.png', '51181310701.png', '16933350335.png']","Consider the expression: [寻欢作乐] in the Chinese language, and its meaning in context: [那一年，年轻的托尼斯塔克还在肆意而招摇的寻欢作乐，花天酒地。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 3, 5]",1.5647571086883545
53,华而不实,言外之意，苹果过于华而不实了。,,"['88692275683.png', '30102013684.png', '28174152478.png', '95256083851.png', '58215381957.png']","Consider the expression: [华而不实] in the Chinese language, and its meaning in context: [言外之意，苹果过于华而不实了。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 5, 1, 4]",1.0712511539459229
54,华而不实,即服务于实用的目的，美才不至于偏离方向，滑向华而不实的轨道。,,"['58215381957.png', '95256083851.png', '30102013684.png', '28174152478.png', '88692275683.png']","Consider the expression: [华而不实] in the Chinese language, and its meaning in context: [即服务于实用的目的，美才不至于偏离方向，滑向华而不实的轨道。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",2.5673563480377197
55,伴郎,杨旭邀请了辽足小将王皓 、赵泓旭、宋琛和他的一位朋友为他担任伴郎。,,"['46534022430.png', '32726110554.png', '19705451896.png', '99985955991.png', '50138606103.png']","Consider the expression: [伴郎] in the Chinese language, and its meaning in context: [杨旭邀请了辽足小将王皓 、赵泓旭、宋琛和他的一位朋友为他担任伴郎。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 2, 1, 3]",0.9954025745391846
56,伴郎,伴娘和伴郎人数都是相对应的，邀请了那么多的伴娘，伴郎不一定好找；,,"['32726110554.png', '99985955991.png', '46534022430.png', '19705451896.png', '50138606103.png']","Consider the expression: [伴郎] in the Chinese language, and its meaning in context: [伴娘和伴郎人数都是相对应的，邀请了那么多的伴娘，伴郎不一定好找；]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 4, 3]",3.2911462783813477
