id,nc,sent,rank label,rank pred,input,output,time
10,九牛一毛,这时的音乐版权尚在数万之间，对于网易这样的互联网巨头而言不过九牛一毛!,,"['96038878319.png', '26510820913.png', '30206506042.png', '98490627148.png', '59731214310.png']","Consider the expression: [九牛一毛] in the Chinese language, and its meaning in context: [这时的音乐版权尚在数万之间，对于网易这样的互联网巨头而言不过九牛一毛!]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.9030172824859619
11,千钧一发,眼看阿某就要摆脱包围圈，千钧一发之际，民警王子荣果断飞起右脚，踢向阿某的钢棍。,,"['38392588816.png', '30652490999.png', '79027994353.png', '97499700396.png', '12531541750.png']","Consider the expression: [千钧一发] in the Chinese language, and its meaning in context: [眼看阿某就要摆脱包围圈，千钧一发之际，民警王子荣果断飞起右脚，踢向阿某的钢棍。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 5, 3]",1.060145378112793
12,千钧一发,鉴于天气的寒冷和形势的千钧一发，管平和李凯、李军果然决定往上游方向走，逆流施救。,,"['79027994353.png', '30652490999.png', '38392588816.png', '97499700396.png', '12531541750.png']","Consider the expression: [千钧一发] in the Chinese language, and its meaning in context: [鉴于天气的寒冷和形势的千钧一发，管平和李凯、李军果然决定往上游方向走，逆流施救。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 3, 4]",0.8688750267028809
13,唱反调,这种和应试教育培训班完全“唱反调”的新鲜教育模式，有没有得到南京家长的认可？,,"['50030842230.png', '44855922733.png', '65271340779.png', '92220317928.png', '46506753952.png']","Consider the expression: [唱反调] in the Chinese language, and its meaning in context: [这种和应试教育培训班完全“唱反调”的新鲜教育模式，有没有得到南京家长的认可？]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 4, 1, 2]",1.7112233638763428
14,唱反调,三星近日开始与微软大力宣传推广Windows 10公开“唱反调”，表示暂时并不建议用户升级Windows 10系统。,,"['50030842230.png', '44855922733.png', '65271340779.png', '46506753952.png', '92220317928.png']","Consider the expression: [唱反调] in the Chinese language, and its meaning in context: [三星近日开始与微软大力宣传推广Windows 10公开“唱反调”，表示暂时并不建议用户升级Windows 10系统。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 1, 4, 5]",1.1209306716918945
15,唱反调,他试着把曲调倒过来唱反调，这种唱法非常奇怪。,,"['44855922733.png', '65271340779.png', '46506753952.png', '50030842230.png', '92220317928.png']","Consider the expression: [唱反调] in the Chinese language, and its meaning in context: [他试着把曲调倒过来唱反调，这种唱法非常奇怪。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 5, 3, 4]",0.9240922927856445
16,唱反调,他把乐谱倒过来唱反调，显得很滑稽。,,"['44855922733.png', '50030842230.png', '65271340779.png', '46506753952.png', '92220317928.png']","Consider the expression: [唱反调] in the Chinese language, and its meaning in context: [他把乐谱倒过来唱反调，显得很滑稽。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 2, 1, 4]",0.81992506980896
17,赃款,经过查证，李华波跨境转移赃款和伪造移民申请资料的有关证据被陆续提交给新加坡方面。,,"['24018127446.png', '51097554662.png', '25974200814.png', '70906939265.png', '65256263363.png']","Consider the expression: [赃款] in the Chinese language, and its meaning in context: [经过查证，李华波跨境转移赃款和伪造移民申请资料的有关证据被陆续提交给新加坡方面。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 4, 3, 5]",0.8078086376190186
18,赃款,此外，犯罪分子多为临时起意，赃款基本用于日常消费。,,"['24018127446.png', '51097554662.png', '25974200814.png', '65256263363.png', '70906939265.png']","Consider the expression: [赃款] in the Chinese language, and its meaning in context: [此外，犯罪分子多为临时起意，赃款基本用于日常消费。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 5, 1, 3]",2.3227221965789795
19,一马当先,小将傅园慧在女子50米仰泳比赛中一马当先，以27秒66夺得金牌。,,"['12043968900.png', '62795327751.png', '86706855496.png', '56893993199.png', '17958411938.png']","Consider the expression: [一马当先] in the Chinese language, and its meaning in context: [小将傅园慧在女子50米仰泳比赛中一马当先，以27秒66夺得金牌。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 4, 3, 1]",1.5111432075500488
20,一马当先,权重板块多数走高，钢铁行业板块一马当先。,,"['12043968900.png', '86706855496.png', '56893993199.png', '62795327751.png', '17958411938.png']","Consider the expression: [一马当先] in the Chinese language, and its meaning in context: [权重板块多数走高，钢铁行业板块一马当先。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 5, 1]",1.0288739204406738
21,火上浇油,茶叶中含有茶碱，有升高体温的作用，发烧病人喝茶无异于“火上浇油”。,,"['17685905232.png', '93822989008.png', '97347444013.png', '99815969889.png', '18795659829.png']","Consider the expression: [火上浇油] in the Chinese language, and its meaning in context: [茶叶中含有茶碱，有升高体温的作用，发烧病人喝茶无异于“火上浇油”。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.913262128829956
22,火上浇油,官方的这份声明很明显的偏袒一方不仅无助于事态的平息，反而起到了火上浇油的反作用。,,"['17685905232.png', '97347444013.png', '99815969889.png', '93822989008.png', '18795659829.png']","Consider the expression: [火上浇油] in the Chinese language, and its meaning in context: [官方的这份声明很明显的偏袒一方不仅无助于事态的平息，反而起到了火上浇油的反作用。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 4, 1, 3]",1.0480430126190186
23,火上浇油,他在火上浇油，火更旺了。,,"['17685905232.png', '93822989008.png', '97347444013.png', '18795659829.png', '99815969889.png']","Consider the expression: [火上浇油] in the Chinese language, and its meaning in context: [他在火上浇油，火更旺了。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",0.921612024307251
24,火上浇油,有位学生在做实验的时候不小心在火上浇油，实验失败了。,,"['17685905232.png', '93822989008.png', '97347444013.png', '99815969889.png', '18795659829.png']","Consider the expression: [火上浇油] in the Chinese language, and its meaning in context: [有位学生在做实验的时候不小心在火上浇油，实验失败了。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 3, 4, 5]",0.8748853206634521
25,学院奖,"2007年11月，这一在全球金融业中领先的集中运营平台 ，被授予""中国管理学院奖""",,"['15724359858.png', '49003627968.png', '13212394411.png', '26712162360.png', '19482454005.png']","Consider the expression: [学院奖] in the Chinese language, and its meaning in context: [2007年11月，这一在全球金融业中领先的集中运营平台 ，被授予""中国管理学院奖""]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 3, 2]",1.0403473377227783
26,学院奖,中国大学生广告艺术节学院奖启动仪式于2010年10月24日在南昌国际会展中心激情启动。,,"['49003627968.png', '15724359858.png', '19482454005.png', '13212394411.png', '26712162360.png']","Consider the expression: [学院奖] in the Chinese language, and its meaning in context: [中国大学生广告艺术节学院奖启动仪式于2010年10月24日在南昌国际会展中心激情启动。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",0.9840846061706543
27,千锤百炼,中华传统诗文历经岁月淘洗、千锤百炼，成为中华文明的完美体现。,,"['20864949212.png', '67371624634.png', '68457856786.png', '40753958843.png', '14395733356.png']","Consider the expression: [千锤百炼] in the Chinese language, and its meaning in context: [中华传统诗文历经岁月淘洗、千锤百炼，成为中华文明的完美体现。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 2, 1, 5]",1.5616185665130615
28,千锤百炼,写出初稿后，放一段时间，反复吟读，千锤百炼。,,"['20864949212.png', '40753958843.png', '67371624634.png', '68457856786.png', '14395733356.png']","Consider the expression: [千锤百炼] in the Chinese language, and its meaning in context: [写出初稿后，放一段时间，反复吟读，千锤百炼。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 5, 4, 1]",1.453918218612671
29,天灾,在西藏旅行的危险，主要来自天灾，诸如塌方，暴风雪、大水、交通事故等因素。,,"['53328317921.png', '28486473573.png', '13836576209.png', '21370946736.png', '24351206549.png']","Consider the expression: [天灾] in the Chinese language, and its meaning in context: [在西藏旅行的危险，主要来自天灾，诸如塌方，暴风雪、大水、交通事故等因素。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 3, 4]",0.8022611141204834
30,天灾,日本福岛核电站事故，如果前期是天灾导致的话，这之后日本方面的处理措施，毋庸讳言，确实有些人祸祸害的因素在里面。,,"['28486473573.png', '53328317921.png', '21370946736.png', '13836576209.png', '24351206549.png']","Consider the expression: [天灾] in the Chinese language, and its meaning in context: [日本福岛核电站事故，如果前期是天灾导致的话，这之后日本方面的处理措施，毋庸讳言，确实有些人祸祸害的因素在里面。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",0.8725416660308838
31,情感专栏作家,山哥，一位自媒体人，同时也是《知音网》的特约情感专栏作家,,"['53846971385.png', '46375643255.png', '74140941633.png', '23295382866.png', '90240587988.png']","Consider the expression: [情感专栏作家] in the Chinese language, and its meaning in context: [山哥，一位自媒体人，同时也是《知音网》的特约情感专栏作家]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 5, 1, 3]",3.5295393466949463
32,情感专栏作家,情感专栏作家舒平长期在齐鲁晚报“青未了”开设情感专栏，她的很多专栏文章被大批读者喜爱。,,"['23295382866.png', '90240587988.png', '74140941633.png', '53846971385.png', '46375643255.png']","Consider the expression: [情感专栏作家] in the Chinese language, and its meaning in context: [情感专栏作家舒平长期在齐鲁晚报“青未了”开设情感专栏，她的很多专栏文章被大批读者喜爱。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 2, 4, 5]",0.7773435115814209
33,陈年旧事,很多陈年旧事却怎么也忘不掉，,,"['63917349907.png', '13370135195.png', '47910700532.png', '44836976486.png', '13497256708.png']","Consider the expression: [陈年旧事] in the Chinese language, and its meaning in context: [很多陈年旧事却怎么也忘不掉，]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 3, 5, 1]",1.5356178283691406
34,陈年旧事,陈年旧事，历历心头绕。,,"['13370135195.png', '63917349907.png', '47910700532.png', '44836976486.png', '13497256708.png']","Consider the expression: [陈年旧事] in the Chinese language, and its meaning in context: [陈年旧事，历历心头绕。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 5, 2]",1.3473763465881348
35,风马牛不相及,当时，两个专业“风马牛不相及”，被生拉硬拽在一起，业内人士称之为“怪胎”。,,"['54966934795.png', '56793190111.png', '11167909096.png', '68952791921.png', '54769710607.png']","Consider the expression: [风马牛不相及] in the Chinese language, and its meaning in context: [当时，两个专业“风马牛不相及”，被生拉硬拽在一起，业内人士称之为“怪胎”。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 5, 3, 1]",0.855247974395752
36,风马牛不相及,许多人都认为颈椎病和咽喉炎是风马牛不相及的事情,,"['54966934795.png', '56793190111.png', '68952791921.png', '11167909096.png', '54769710607.png']","Consider the expression: [风马牛不相及] in the Chinese language, and its meaning in context: [许多人都认为颈椎病和咽喉炎是风马牛不相及的事情]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 3, 1, 5]",1.1169610023498535
37,纸上谈兵,拒绝纯粹培训学校，他们远离真实项目，纸上谈兵！,,"['79701349188.png', '94643478949.png', '84145997660.png', '16456095071.png', '63480023532.png']","Consider the expression: [纸上谈兵] in the Chinese language, and its meaning in context: [拒绝纯粹培训学校，他们远离真实项目，纸上谈兵！]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 5, 1]",1.4829459190368652
38,纸上谈兵,不抓落实，追赶超越就是纸上谈兵。,,"['79701349188.png', '94643478949.png', '84145997660.png', '16456095071.png', '63480023532.png']","Consider the expression: [纸上谈兵] in the Chinese language, and its meaning in context: [不抓落实，追赶超越就是纸上谈兵。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 4, 3]",1.0984570980072021
39,产后抑郁症,从医学上来说， 产后抑郁症跟普通抑郁症的表征上有很多类似的地方，,,"['61569790914.png', '94138937657.png', '66742452889.png', '45253634757.png', '58730065643.png']","Consider the expression: [产后抑郁症] in the Chinese language, and its meaning in context: [从医学上来说， 产后抑郁症跟普通抑郁症的表征上有很多类似的地方，]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 3, 1, 5]",0.8310108184814453
40,产后抑郁症,心理治疗、药物治疗和物理治疗是防治产后抑郁症的有效方法。,,"['66742452889.png', '61569790914.png', '94138937657.png', '45253634757.png', '58730065643.png']","Consider the expression: [产后抑郁症] in the Chinese language, and its meaning in context: [心理治疗、药物治疗和物理治疗是防治产后抑郁症的有效方法。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 4, 3]",0.8617343902587891
41,动弹不得,在经济上则是被层层的封建剥削和殖民主义者的高利贷网束缚得动弹不得。,,"['38796196731.png', '48615004872.png', '59174138594.png', '77230121864.png', '13264818678.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [在经济上则是被层层的封建剥削和殖民主义者的高利贷网束缚得动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 3, 2]",2.1082286834716797
42,动弹不得,因而投资者不妨提前1至2天赎回，免得资金“动弹不得”。,,"['48615004872.png', '38796196731.png', '13264818678.png', '77230121864.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [因而投资者不妨提前1至2天赎回，免得资金“动弹不得”。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 1, 2]",0.8414943218231201
43,动弹不得,两条腿的肌力分别只有1级和2级，困在轮椅里动弹不得。,,"['38796196731.png', '48615004872.png', '77230121864.png', '13264818678.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [两条腿的肌力分别只有1级和2级，困在轮椅里动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 4, 2]",0.9062802791595459
44,动弹不得,车子在半米深的水中挣扎了半天，还是动弹不得。,,"['38796196731.png', '48615004872.png', '77230121864.png', '13264818678.png', '59174138594.png']","Consider the expression: [动弹不得] in the Chinese language, and its meaning in context: [车子在半米深的水中挣扎了半天，还是动弹不得。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 3, 1, 2]",0.8467528820037842
45,熊市,目前指数仍正在熊市末期的寻底过时之中，投资者可耐心持币期待机遇。,,"['82339690852.png', '58767233313.png', '81633790636.png', '85129050537.png', '81992921885.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [目前指数仍正在熊市末期的寻底过时之中，投资者可耐心持币期待机遇。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 4, 3, 5]",2.5215070247650146
46,熊市,你熊市中不买股，牛市中卖什么呢？ ”,,"['82339690852.png', '85129050537.png', '58767233313.png', '81633790636.png', '81992921885.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [你熊市中不买股，牛市中卖什么呢？ ”]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 2, 1, 4]",1.141968011856079
47,熊市,动物园的熊市很热闹，那里生活着几只大熊。,,"['81633790636.png', '58767233313.png', '81992921885.png', '85129050537.png', '82339690852.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [动物园的熊市很热闹，那里生活着几只大熊。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 4, 3, 5]",1.5091259479522705
48,熊市,这个熊市专卖小熊玩偶。,,"['58767233313.png', '81992921885.png', '81633790636.png', '85129050537.png', '82339690852.png']","Consider the expression: [熊市] in the Chinese language, and its meaning in context: [这个熊市专卖小熊玩偶。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",1.0909209251403809
49,睡个美容觉,睡个美容觉对肌肤保养有着不可忽视的作用。,,"['32043331576.png', '50133125489.png', '89857554999.png', '16036857969.png', '86856486207.png']","Consider the expression: [睡个美容觉] in the Chinese language, and its meaning in context: [睡个美容觉对肌肤保养有着不可忽视的作用。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 2, 5]",0.8516004085540771
50,睡个美容觉,经过多天的辛苦的加班后，她决定睡个美容觉。,,"['32043331576.png', '50133125489.png', '16036857969.png', '89857554999.png', '86856486207.png']","Consider the expression: [睡个美容觉] in the Chinese language, and its meaning in context: [经过多天的辛苦的加班后，她决定睡个美容觉。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 5, 2, 4]",0.9437572956085205
51,寻欢作乐,如果与权贵的寻欢作乐的声音交集在一起，那是一个难解之结。,,"['26542896673.png', '22228497489.png', '26613372663.png', '16933350335.png', '51181310701.png']","Consider the expression: [寻欢作乐] in the Chinese language, and its meaning in context: [如果与权贵的寻欢作乐的声音交集在一起，那是一个难解之结。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 1, 3, 2]",1.0403850078582764
52,寻欢作乐,那一年，年轻的托尼斯塔克还在肆意而招摇的寻欢作乐，花天酒地。,,"['26613372663.png', '26542896673.png', '22228497489.png', '51181310701.png', '16933350335.png']","Consider the expression: [寻欢作乐] in the Chinese language, and its meaning in context: [那一年，年轻的托尼斯塔克还在肆意而招摇的寻欢作乐，花天酒地。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 1, 3, 5]",0.9981012344360352
53,华而不实,言外之意，苹果过于华而不实了。,,"['88692275683.png', '28174152478.png', '30102013684.png', '95256083851.png', '58215381957.png']","Consider the expression: [华而不实] in the Chinese language, and its meaning in context: [言外之意，苹果过于华而不实了。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 3, 1, 4]",0.9509468078613281
54,华而不实,即服务于实用的目的，美才不至于偏离方向，滑向华而不实的轨道。,,"['95256083851.png', '58215381957.png', '28174152478.png', '30102013684.png', '88692275683.png']","Consider the expression: [华而不实] in the Chinese language, and its meaning in context: [即服务于实用的目的，美才不至于偏离方向，滑向华而不实的轨道。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 5, 1, 3]",0.876706600189209
55,伴郎,杨旭邀请了辽足小将王皓 、赵泓旭、宋琛和他的一位朋友为他担任伴郎。,,"['32726110554.png', '19705451896.png', '46534022430.png', '99985955991.png', '50138606103.png']","Consider the expression: [伴郎] in the Chinese language, and its meaning in context: [杨旭邀请了辽足小将王皓 、赵泓旭、宋琛和他的一位朋友为他担任伴郎。]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 4, 1, 3]",1.3771095275878906
