id,nc,sent,rank label,rank pred,input,output,time
10,lommerusk,"Et svært praktisk deksel med et vindu foran ladeporten, som forhindrer lommerusk i å sette seg fast, og gi dårlig ladeevne.",,"['15502541407.png', '39470694619.png', '40154770614.png', '55869545936.png', '80868078095.png']","Consider the expression: [lommerusk] in the Norwegian language, and its meaning in context: [Et svært praktisk deksel med et vindu foran ladeporten, som forhindrer lommerusk i å sette seg fast, og gi dårlig ladeevne.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 3, 4]",0.848064661026001
11,lommerusk,"Som VG tidligere i sommer tipset om, kan Lightning-porten på telefonen være full av lommerusk.",,"['40154770614.png', '15502541407.png', '39470694619.png', '55869545936.png', '80868078095.png']","Consider the expression: [lommerusk] in the Norwegian language, and its meaning in context: [Som VG tidligere i sommer tipset om, kan Lightning-porten på telefonen være full av lommerusk.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 1, 3, 4]",0.8930666446685791
12,på hengende håret,Fire biler greide å stanse på hengende håret uten å kræsje med hverandre.,,"['90459290772.png', '54851629364.png', '73658754536.png', '86794519026.png', '66728835893.png']","Consider the expression: [på hengende håret] in the Norwegian language, and its meaning in context: [Fire biler greide å stanse på hengende håret uten å kræsje med hverandre.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 5, 4, 1]",0.7484817504882812
13,på hengende håret,"Mens redningsarbeidet pågikk  passerte politiet ulykkesstedet i stor fart på biljakt, og unngikk på hengende håret å kjøre inn i bilen der en sjåfør satt fastklemt.",,"['90459290772.png', '54851629364.png', '66728835893.png', '86794519026.png', '73658754536.png']","Consider the expression: [på hengende håret] in the Norwegian language, and its meaning in context: [Mens redningsarbeidet pågikk  passerte politiet ulykkesstedet i stor fart på biljakt, og unngikk på hengende håret å kjøre inn i bilen der en sjåfør satt fastklemt.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 2, 3, 1]",1.4841938018798828
14,på hengende håret,"Den lille marihønen satt på hengende hår som hadde løsnet fra børsten, og nå dinglet fra bordkanten.",,"['90459290772.png', '54851629364.png', '86794519026.png', '73658754536.png', '66728835893.png']","Consider the expression: [på hengende håret] in the Norwegian language, and its meaning in context: [Den lille marihønen satt på hengende hår som hadde løsnet fra børsten, og nå dinglet fra bordkanten.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 2, 1, 4]",0.7017250061035156
15,på hengende håret,"Når Marie er med moren sin til frisørsallongen, ser hun ofte på det hengende håret på veggen, som viser hvilke farger de tilbyr.",,"['90459290772.png', '66728835893.png', '54851629364.png', '73658754536.png', '86794519026.png']","Consider the expression: [på hengende håret] in the Norwegian language, and its meaning in context: [Når Marie er med moren sin til frisørsallongen, ser hun ofte på det hengende håret på veggen, som viser hvilke farger de tilbyr.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 3, 5, 1]",0.7095596790313721
16,djevelens advokat,Min oppgave blir på den måten å være djevelens advokat og være kritisk til det som løftes fram.,,"['72911078295.png', '45600277303.png', '70654805926.png', '67843236278.png', '23390212918.png']","Consider the expression: [djevelens advokat] in the Norwegian language, and its meaning in context: [Min oppgave blir på den måten å være djevelens advokat og være kritisk til det som løftes fram.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 4, 2, 1]",0.6961560249328613
17,djevelens advokat,"Gjennom karrieren forsvarte han en lang rekke aktivister og krigsforbrytere fra ytre venstre til ytre høyre fløy, og franske medier døpte ham for djevelens advokat.",,"['72911078295.png', '70654805926.png', '45600277303.png', '67843236278.png', '23390212918.png']","Consider the expression: [djevelens advokat] in the Norwegian language, and its meaning in context: [Gjennom karrieren forsvarte han en lang rekke aktivister og krigsforbrytere fra ytre venstre til ytre høyre fløy, og franske medier døpte ham for djevelens advokat.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 3, 1, 5]",0.7382829189300537
18,djevelens advokat,I rettsaken fortalte djevelens advokat om den rettferdige straffen djevelen utfører daglig.,,"['72911078295.png', '45600277303.png', '70654805926.png', '23390212918.png', '67843236278.png']","Consider the expression: [djevelens advokat] in the Norwegian language, and its meaning in context: [I rettsaken fortalte djevelens advokat om den rettferdige straffen djevelen utfører daglig.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 1, 4, 3]",1.0293645858764648
19,djevelens advokat,I et intervju forteller djevelens advokat om vanskelighetene ved å forsvare ham.,,"['72911078295.png', '70654805926.png', '45600277303.png', '67843236278.png', '23390212918.png']","Consider the expression: [djevelens advokat] in the Norwegian language, and its meaning in context: [I et intervju forteller djevelens advokat om vanskelighetene ved å forsvare ham.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 5, 1, 3]",1.870859146118164
20,helle bensin på bålet,"Før det norske hopplandslaget i går tok seg en fridag i slalåmbakken i Seefeld, fikk utøverne beskjed om ikke å si noe om saken, i frykt for å helle bensin på bålet.",,"['46179179197.png', '21966624120.png', '16416864773.png', '59592148519.png', '82718417635.png']","Consider the expression: [helle bensin på bålet] in the Norwegian language, and its meaning in context: [Før det norske hopplandslaget i går tok seg en fridag i slalåmbakken i Seefeld, fikk utøverne beskjed om ikke å si noe om saken, i frykt for å helle bensin på bålet.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 2, 1, 5]",0.6863994598388672
21,helle bensin på bålet,"Framtidens utfordringer er først og fremst knyttet til arbeidskraftmangel, og en generell innføring av 6-timersdagen kan virke som å helle bensin på bålet.",,"['46179179197.png', '16416864773.png', '21966624120.png', '59592148519.png', '82718417635.png']","Consider the expression: [helle bensin på bålet] in the Norwegian language, and its meaning in context: [Framtidens utfordringer er først og fremst knyttet til arbeidskraftmangel, og en generell innføring av 6-timersdagen kan virke som å helle bensin på bålet.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 2, 3]",0.9433615207672119
22,helle bensin på bålet,"I sin skildring av barndommen, forteller han om hvordan han likte å helle bensin på bålet for å se hvor store flammene kunne bli.",,"['59592148519.png', '46179179197.png', '16416864773.png', '21966624120.png', '82718417635.png']","Consider the expression: [helle bensin på bålet] in the Norwegian language, and its meaning in context: [I sin skildring av barndommen, forteller han om hvordan han likte å helle bensin på bålet for å se hvor store flammene kunne bli.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 3, 2]",0.8768656253814697
23,helle bensin på bålet,"Det er ikke uvanlig at unggutter driver med skøyerstreker, som å helle bensin på bålet.",,"['59592148519.png', '21966624120.png', '16416864773.png', '46179179197.png', '82718417635.png']","Consider the expression: [helle bensin på bålet] in the Norwegian language, and its meaning in context: [Det er ikke uvanlig at unggutter driver med skøyerstreker, som å helle bensin på bålet.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 4, 1, 2]",0.8059678077697754
24,lakmustest,"Det har gått langt i autoritær retning i det siste, og dette valget blir en lakmustest på hvor man ligger i den balansen.",,"['89819919668.png', '10933296834.png', '44795897592.png', '20632798153.png', '47017175005.png']","Consider the expression: [lakmustest] in the Norwegian language, and its meaning in context: [Det har gått langt i autoritær retning i det siste, og dette valget blir en lakmustest på hvor man ligger i den balansen.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 3, 5]",1.0748155117034912
25,lakmustest,"Regjeringen har et ansvar for å minske sosiale forskjeller, Oslo er en lakmustest for hvordan det ser ut i resten av landet.",,"['20632798153.png', '10933296834.png', '89819919668.png', '44795897592.png', '47017175005.png']","Consider the expression: [lakmustest] in the Norwegian language, and its meaning in context: [Regjeringen har et ansvar for å minske sosiale forskjeller, Oslo er en lakmustest for hvordan det ser ut i resten av landet.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 4, 1, 3]",0.9507753849029541
26,lakmustest,"For å forsikre seg om at pH-balansen i vassedraget var trygt for elvemuslingene, tok de i bruk en lakmustest.",,"['20632798153.png', '44795897592.png', '10933296834.png', '47017175005.png', '89819919668.png']","Consider the expression: [lakmustest] in the Norwegian language, and its meaning in context: [For å forsikre seg om at pH-balansen i vassedraget var trygt for elvemuslingene, tok de i bruk en lakmustest.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 2, 5, 4]",0.754472017288208
27,lakmustest,En del av prøven gikk ut på at elevene skulle bruke en lakmustest for å konstantere om en veske var sur eller basisk.,,"['20632798153.png', '10933296834.png', '44795897592.png', '89819919668.png', '47017175005.png']","Consider the expression: [lakmustest] in the Norwegian language, and its meaning in context: [En del av prøven gikk ut på at elevene skulle bruke en lakmustest for å konstantere om en veske var sur eller basisk.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 5, 1, 4]",2.3980019092559814
28,epler og pærer,Kommunaldirektøren hevder rapporten sammenligner epler og pærer og således ikke gir noe svar på hva som er billigst.,,"['56060071507.png', '42798184624.png', '37032027582.png', '88059257950.png', '28073331374.png']","Consider the expression: [epler og pærer] in the Norwegian language, and its meaning in context: [Kommunaldirektøren hevder rapporten sammenligner epler og pærer og således ikke gir noe svar på hva som er billigst.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 2, 1]",1.4687037467956543
29,epler og pærer,"Å sammenligne spillere fra ulike tidsaldere er umulig, og selv den tabloide konkurransen mellom Messi og Cristiano Ronaldo er som å sammenligne epler og pærer.",,"['56060071507.png', '42798184624.png', '28073331374.png', '37032027582.png', '88059257950.png']","Consider the expression: [epler og pærer] in the Norwegian language, and its meaning in context: [Å sammenligne spillere fra ulike tidsaldere er umulig, og selv den tabloide konkurransen mellom Messi og Cristiano Ronaldo er som å sammenligne epler og pærer.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 1, 4, 2]",0.6706652641296387
30,epler og pærer,"Om drøye to uker er torgbordene sannsynligvis fulle av plommer, og litt seinere epler og pærer.",,"['56060071507.png', '37032027582.png', '28073331374.png', '42798184624.png', '88059257950.png']","Consider the expression: [epler og pærer] in the Norwegian language, and its meaning in context: [Om drøye to uker er torgbordene sannsynligvis fulle av plommer, og litt seinere epler og pærer.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",0.8504154682159424
31,epler og pærer,"Julefrukt som er til overs, for eksempel epler og pærer som begynner å bli løse og dårlige, er også god mat for troster, rødstrupe og meiser.",,"['56060071507.png', '37032027582.png', '28073331374.png', '42798184624.png', '88059257950.png']","Consider the expression: [epler og pærer] in the Norwegian language, and its meaning in context: [Julefrukt som er til overs, for eksempel epler og pærer som begynner å bli løse og dårlige, er også god mat for troster, rødstrupe og meiser.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 1, 2, 5]",0.8865950107574463
32,sofaekspert,Alle sofaeksperter bannet over at klubbløse spillere og benkeslitere igjen fikk tillit mens formsterke spillere ble sittende på benken.,,"['50539905689.png', '96817323920.png', '94203964995.png', '52472153484.png', '13475399557.png']","Consider the expression: [sofaekspert] in the Norwegian language, and its meaning in context: [Alle sofaeksperter bannet over at klubbløse spillere og benkeslitere igjen fikk tillit mens formsterke spillere ble sittende på benken.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 4, 3, 5, 2]",0.7791562080383301
33,sofaekspert,"Alt han gjør blir feil så lenge det ikke fører til seier, og alle vi sofaeksperter kan si hva han skulle gjort istedenfor.",,"['50539905689.png', '96817323920.png', '13475399557.png', '52472153484.png', '94203964995.png']","Consider the expression: [sofaekspert] in the Norwegian language, and its meaning in context: [Alt han gjør blir feil så lenge det ikke fører til seier, og alle vi sofaeksperter kan si hva han skulle gjort istedenfor.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 5, 2, 1]",2.477398633956909
34,sofaekspert,"Da det nygifte paret skulle innrede stuen, kontaktet de en sofaekspert for å forsikre seg å kjøpe det beste produktet.",,"['94203964995.png', '52472153484.png', '50539905689.png', '96817323920.png', '13475399557.png']","Consider the expression: [sofaekspert] in the Norwegian language, and its meaning in context: [Da det nygifte paret skulle innrede stuen, kontaktet de en sofaekspert for å forsikre seg å kjøpe det beste produktet.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 1, 2, 3]",1.849027395248413
35,sofaekspert,"I den nye interiørbutikken har de bred ekspertise, med alt fra duft- til sofaekspert tilgjengelig.",,"['94203964995.png', '52472153484.png', '50539905689.png', '13475399557.png', '96817323920.png']","Consider the expression: [sofaekspert] in the Norwegian language, and its meaning in context: [I den nye interiørbutikken har de bred ekspertise, med alt fra duft- til sofaekspert tilgjengelig.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 5, 4]",0.724776029586792
36,barseltårer,Hormoner i ubalanse og barseltårer er like selvfølgelig som bleieskift og nattevåk den første tiden.,,"['27739301582.png', '85753874418.png', '47287056399.png', '82224331024.png', '88200831173.png']","Consider the expression: [barseltårer] in the Norwegian language, and its meaning in context: [Hormoner i ubalanse og barseltårer er like selvfølgelig som bleieskift og nattevåk den første tiden.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 3, 5, 1]",0.9213442802429199
37,barseltårer,"Det har vært mest kos, men også barseltårer, melkespreng og bekymringer.",,"['27739301582.png', '85753874418.png', '47287056399.png', '82224331024.png', '88200831173.png']","Consider the expression: [barseltårer] in the Norwegian language, and its meaning in context: [Det har vært mest kos, men også barseltårer, melkespreng og bekymringer.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 1, 5]",0.7855024337768555
38,barseltårer,Jordmoren tørket forsiktig bort barseltårene som falt ned babyens ansikt i det han trakk pusten sin for første gang.,,"['27739301582.png', '47287056399.png', '82224331024.png', '85753874418.png', '88200831173.png']","Consider the expression: [barseltårer] in the Norwegian language, and its meaning in context: [Jordmoren tørket forsiktig bort barseltårene som falt ned babyens ansikt i det han trakk pusten sin for første gang.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",0.8487639427185059
39,barseltårer,"Jeg har funnet stor trygghet i barselgruppen disse første ukene, og har delt mange barseltårer som følge av både glede, sorg og frykt med disse fantastiske mødrene.",,"['27739301582.png', '85753874418.png', '82224331024.png', '47287056399.png', '88200831173.png']","Consider the expression: [barseltårer] in the Norwegian language, and its meaning in context: [Jeg har funnet stor trygghet i barselgruppen disse første ukene, og har delt mange barseltårer som følge av både glede, sorg og frykt med disse fantastiske mødrene.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 2, 4, 1]",1.4744935035705566
40,bananrepublikk,"Tror virkelig noen at Russland kan påvirke valget til det amerikanske folket som om USA bare var en bananrepublikk, spurte Russlands president Vladimir Putin retorisk før valget.",,"['63768015853.png', '89246615702.png', '42321535591.png', '90762754552.png', '78471168083.png']","Consider the expression: [bananrepublikk] in the Norwegian language, and its meaning in context: [Tror virkelig noen at Russland kan påvirke valget til det amerikanske folket som om USA bare var en bananrepublikk, spurte Russlands president Vladimir Putin retorisk før valget.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 4, 5]",0.7943875789642334
41,bananrepublikk,"Oljen er blitt en forbannelse som gjør at norsk økonomi likner på økonomien i en bananrepublikk, hvor vi selger råvarer i bulk og på paller og lar viderefordeling og verdiskaping skjer utenfor grensene.",,"['89246615702.png', '63768015853.png', '42321535591.png', '90762754552.png', '78471168083.png']","Consider the expression: [bananrepublikk] in the Norwegian language, and its meaning in context: [Oljen er blitt en forbannelse som gjør at norsk økonomi likner på økonomien i en bananrepublikk, hvor vi selger råvarer i bulk og på paller og lar viderefordeling og verdiskaping skjer utenfor grensene.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 5, 3]",1.0706677436828613
42,bananrepublikk,"Barneshowet introduserte en banarepublikk, et lite land der alle innebyggerne var levende bananer med små hatter.",,"['42321535591.png', '78471168083.png', '90762754552.png', '89246615702.png', '63768015853.png']","Consider the expression: [bananrepublikk] in the Norwegian language, and its meaning in context: [Barneshowet introduserte en banarepublikk, et lite land der alle innebyggerne var levende bananer med små hatter.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 4, 2, 5]",0.8678276538848877
43,bananrepublikk,"I tegneboken fremstiller de Bananrepublikken, der parlamentet består av tre overmodne bananer som stadig sklir ned fra talerstolen.",,"['89246615702.png', '42321535591.png', '63768015853.png', '90762754552.png', '78471168083.png']","Consider the expression: [bananrepublikk] in the Norwegian language, and its meaning in context: [I tegneboken fremstiller de Bananrepublikken, der parlamentet består av tre overmodne bananer som stadig sklir ned fra talerstolen.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 5, 2, 1]",0.8317506313323975
44,strandet hval,På sofaen ligger en strandet hval som ikke gjør stort annet enn å konsumere kjendisdrama.,,"['50034529982.png', '47047254114.png', '63457556191.png', '42715409298.png', '63207053522.png']","Consider the expression: [strandet hval] in the Norwegian language, and its meaning in context: [På sofaen ligger en strandet hval som ikke gjør stort annet enn å konsumere kjendisdrama.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 3, 4, 2]",0.9305946826934814
45,strandet hval,"Nå da de fleste jarlene, hertugene, markiene og andre adelige er rensket ut av Overhuset, er kongedømmet en strandet hval som det eneste som er tilbake av vår uskrevne grunnlov, som avhenger av arvelige rettigheter.",,"['50034529982.png', '63207053522.png', '42715409298.png', '63457556191.png', '47047254114.png']","Consider the expression: [strandet hval] in the Norwegian language, and its meaning in context: [Nå da de fleste jarlene, hertugene, markiene og andre adelige er rensket ut av Overhuset, er kongedømmet en strandet hval som det eneste som er tilbake av vår uskrevne grunnlov, som avhenger av arvelige rettigheter.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 1, 5]",0.8699359893798828
46,strandet hval,"En syk, strandet hval kjempet tirsdag formiddag for livet inne i det trange sundet på Vesterøy i Hvaler kommune i Østfold.",,"['50034529982.png', '47047254114.png', '63207053522.png', '63457556191.png', '42715409298.png']","Consider the expression: [strandet hval] in the Norwegian language, and its meaning in context: [En syk, strandet hval kjempet tirsdag formiddag for livet inne i det trange sundet på Vesterøy i Hvaler kommune i Østfold.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 2, 1, 4]",1.6942834854125977
47,strandet hval,"Det var tidligere i formiddag at turgåere meldte om en stor, strandet hval på Hellestøstranden i Sola kommune.",,"['50034529982.png', '47047254114.png', '63457556191.png', '42715409298.png', '63207053522.png']","Consider the expression: [strandet hval] in the Norwegian language, and its meaning in context: [Det var tidligere i formiddag at turgåere meldte om en stor, strandet hval på Hellestøstranden i Sola kommune.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 2, 5]",0.7906785011291504
